MUNICIPIO,TOTAL,MOTOCICLETA,ANO,MES
BARRO,6018,2900,2025,1
BARROQUINHA,3853,2197,2025,1
BATURITE,13326,7493,2025,1
BEBERIBE,17569,6413,2025,1
BELA CRUZ,9579,5465,2025,1
BOA VIAGEM,25286,16120,2025,1
BREJO SANTO,25264,12665,2025,1
CAMOCIM,23285,11940,2025,1
CAMPOS SALES,13535,8409,2025,1
CANINDE,35311,19989,2025,1
CAPISTRANO,5204,2980,2025,1
CARIDADE,5631,3463,2025,1
CARIRE,5976,3750,2025,1
CARIRIACU,10041,5941,2025,1
CARIUS,5364,3152,2025,1
CARNAUBAL,5841,2519,2025,1
CASCAVEL,27344,10330,2025,1
CATARINA,4468,2933,2025,1
CATUNDA,2889,1724,2025,1
CAUCAIA,126453,51627,2025,1
CEDRO,9989,6141,2025,1
CHAVAL,2982,1756,2025,1
CHORO,3471,2260,2025,1
CHOROZINHO,7870,2870,2025,1
COREAU,7105,3773,2025,1
CRATEUS,39328,20281,2025,1
CRATO,64890,28583,2025,1
CROATA,6539,3380,2025,1
CRUZ,13576,6080,2025,1
DEPUTADO IRAPUAN PINHEIRO,3405,2461,2025,1
ERERE,1168,839,2025,1
EUSEBIO,38831,9332,2025,1
FARIAS BRITO,5595,3431,2025,1
FORQUILHA,9147,4869,2025,1
FORTALEZA,1280294,382537,2025,1
FORTIM,5616,2013,2025,1
FRECHEIRINHA,7136,3838,2025,1
GENERAL SAMPAIO,1962,1221,2025,1
GRACA,5075,3344,2025,1
GRANJA,13522,7840,2025,1
GRANJEIRO,851,442,2025,1
GROAIRAS,5938,3590,2025,1
GUAIUBA,5806,3014,2025,1
GUARACIABA DO NORTE,20746,9059,2025,1
GUARAMIRANGA,2310,1335,2025,1
HIDROLANDIA,6912,3886,2025,1
HORIZONTE,30652,12804,2025,1
IBARETAMA,3538,1981,2025,1
IBIAPINA,10118,4756,2025,1
IBICUITINGA,4442,2587,2025,1
ICAPUI,7977,4739,2025,1
ICO,29206,17172,2025,1
IGUATU,61592,30998,2025,1
INDEPENDENCIA,12304,7215,2025,1
IPAPORANGA,4511,3103,2025,1
IPAUMIRIM,9296,3672,2025,1
IPU,17898,8140,2025,1
IPUEIRAS,13409,8125,2025,1
IRACEMA,6156,4387,2025,1
IRAUCUBA,6660,4146,2025,1
ITAICABA,3788,2197,2025,1
ITAITINGA,20494,8803,2025,1
ITAPAJE,20232,12363,2025,1
ITAPIPOCA,49724,27437,2025,1
ITAPIUNA,4844,2738,2025,1
ITAREMA,11733,5660,2025,1
ITATIRA,6176,3431,2025,1
JAGUARETAMA,6923,4321,2025,1
JAGUARIBARA,5295,2871,2025,1
JAGUARIBE,17000,9716,2025,1
JAGUARUANA,14531,8563,2025,1
JARDIM,10905,6047,2025,1
JATI,3460,1310,2025,1
JIJOCA DE JERICOACOARA,12409,5922,2025,1
JUAZEIRO DO NORTE,150087,66367,2025,1
JUCAS,8517,5368,2025,1
LAVRAS DA MANGABEIRA,8759,5327,2025,1
LIMOEIRO DO NORTE,38875,16321,2025,1
MADALENA,5741,3513,2025,1
MARACANAU,94920,36236,2025,1
MARANGUAPE,35214,15075,2025,1
MARCO,9936,5157,2025,1
MARTINOPOLE,2992,1773,2025,1
MASSAPE,12396,7420,2025,1
MAURITI,15398,8575,2025,1
MERUOCA,5358,3214,2025,1
MILAGRES,8748,4098,2025,1
MILHA,6214,4295,2025,1
MIRAIMA,2918,1965,2025,1
MISSAO VELHA,15776,8323,2025,1
MOMBACA,15380,9070,2025,1
MONSENHOR TABOSA,6852,4548,2025,1
MORADA NOVA,31563,15756,2025,1
MORAUJO,2699,1682,2025,1
MORRINHOS,6602,3330,2025,1
MUCAMBO,5580,3063,2025,1
MULUNGU,3037,1855,2025,1
NOVA OLINDA,5347,2936,2025,1
NOVA RUSSAS,14645,8319,2025,1
NOVO ORIENTE,14553,8683,2025,1
OCARA,8941,4581,2025,1
OROS,7703,4500,2025,1
PACAJUS,31925,11366,2025,1
PACATUBA,24094,10430,2025,1
PACOTI,3938,2482,2025,1
PACUJA,2157,1252,2025,1
PALHANO,4711,2744,2025,1
PALMACIA,2489,1532,2025,1
PARACURU,12694,5169,2025,1
PARAIPABA,11618,5721,2025,1
PARAMBU,13097,8007,2025,1
PARAMOTI,3548,2228,2025,1
PEDRA BRANCA,17980,11247,2025,1
PENAFORTE,4183,2193,2025,1
PENTECOSTE,15755,8626,2025,1
PEREIRO,12525,7733,2025,1
PINDORETAMA,7440,2951,2025,1
PIQUET CARNEIRO,5123,3331,2025,1
PIRES FERREIRA,2785,1647,2025,1
PORANGA,4319,2668,2025,1
PORTEIRAS,5643,2755,2025,1
POTENGI,2740,1694,2025,1
POTIRETAMA,1975,1350,2025,1
QUITERIANOPOLIS,8574,5375,2025,1
QUIXADA,38614,18158,2025,1
QUIXELO,6873,4808,2025,1
QUIXERAMOBIM,33112,18504,2025,1
QUIXERE,11895,5883,2025,1
REDENCAO,9613,4883,2025,1
RERIUTABA,7080,3972,2025,1
RUSSAS,43943,21596,2025,1
SABOEIRO,4441,2939,2025,1
SALITRE,3772,1975,2025,1
SANTA QUITERIA,17091,9676,2025,1
SANTANA DO ACARAU,8829,5001,2025,1
SANTANA DO CARIRI,4374,2464,2025,1
SAO BENEDITO,23104,9843,2025,1
SAO GONCALO DO AMARANTE,20675,8183,2025,1
SAO JOAO DO JAGUARIBE,3786,2037,2025,1
SAO LUIS DO CURU,3738,1952,2025,1
SENADOR POMPEU,10672,6789,2025,1
SENADOR SA,1880,1086,2025,1
SOBRAL,114191,52240,2025,1
SOLONOPOLE,7758,5284,2025,1
TABULEIRO DO NORTE,23109,10470,2025,1
TAMBORIL,9532,5716,2025,1
TARRAFAS,2698,1711,2025,1
TAUA,30024,17037,2025,1
TEJUCUOCA,4577,2847,2025,1
TIANGUA,49256,18716,2025,1
TRAIRI,15839,8091,2025,1
TURURU,4839,2810,2025,1
UBAJARA,15585,7216,2025,1
UMARI,1484,775,2025,1
UMIRIM,4293,2331,2025,1
URUBURETAMA,6174,4188,2025,1
URUOCA,4172,2492,2025,1
VARJOTA,9323,4984,2025,1
VARZEA ALEGRE,18716,11262,2025,1
VICOSA DO CEARA,22698,11581,2025,1
BRASILIA,2165668,259639,2025,1
AFONSO CLAUDIO,25510,8894,2025,1
AGUA DOCE DO NORTE,7494,3041,2025,1
AGUIA BRANCA,7524,2980,2025,1
ALEGRE,17036,4757,2025,1
ALFREDO CHAVES,12261,2816,2025,1
ALTO RIO NOVO,4806,1573,2025,1
ANCHIETA,17083,3120,2025,1
APIACA,5768,1249,2025,1
ARACRUZ,57647,11120,2025,1
ATILIO VIVACQUA,6901,2429,2025,1
BAIXO GUANDU,26290,7383,2025,1
BARRA DE SAO FRANCISCO,31181,9610,2025,1
BOA ESPERANCA,8537,3468,2025,1
BOM JESUS DO NORTE,16292,3236,2025,1
BREJETUBA,9946,3490,2025,1
CACHOEIRO DE ITAPEMIRIM,136317,30908,2025,1
CARIACICA,208413,47787,2025,1
CASTELO,32261,7198,2025,1
COLATINA,82245,20058,2025,1
CONCEICAO DA BARRA,11261,2414,2025,1
CONCEICAO DO CASTELO,10323,2574,2025,1
DIVINO DE SAO LOURENCO,3272,1092,2025,1
DOMINGOS MARTINS,32195,10206,2025,1
DORES DO RIO PRETO,7293,1356,2025,1
ECOPORANGA,12015,4806,2025,1
FUNDAO,9971,1997,2025,1
GOVERNADOR LINDENBERG,8862,3400,2025,1
GUACUI,24557,5429,2025,1
GUARAPARI,93675,17441,2025,1
IBATIBA,23683,7714,2025,1
IBIRACU,7290,1280,2025,1
IBITIRAMA,6719,2420,2025,1
ICONHA,14030,3410,2025,1
IRUPI,11363,3753,2025,1
ITAGUACU,9498,3526,2025,1
ITAPEMIRIM,21612,6382,2025,1
ITARANA,9298,2971,2025,1
IUNA,20739,6672,2025,1
JAGUARE,19851,6641,2025,1
JERONIMO MONTEIRO,7126,2250,2025,1
JOAO NEIVA,9502,1716,2025,1
LARANJA DA TERRA,9667,4439,2025,1
LINHARES,102729,22263,2025,1
MANTENOPOLIS,8523,2405,2025,1
MARATAIZES,27461,6639,2025,1
MARECHAL FLORIANO,15085,4118,2025,1
MARILANDIA,10417,3964,2025,1
MIMOSO DO SUL,15971,4919,2025,1
MONTANHA,10335,2841,2025,1
MUCURICI,2811,763,2025,1
MUNIZ FREIRE,12577,4596,2025,1
MUQUI,8799,2606,2025,1
NOVA VENECIA,33072,10704,2025,1
PANCAS,10946,4256,2025,1
PEDRO CANARIO,13061,2849,2025,1
PINHEIROS,11412,3575,2025,1
PIUMA,16017,2964,2025,1
PONTO BELO,3391,961,2025,1
PRESIDENTE KENNEDY,10667,3099,2025,1
RIO BANANAL,18617,6583,2025,1
RIO NOVO DO SUL,8530,2912,2025,1
SANTA LEOPOLDINA,8519,3306,2025,1
SANTA MARIA DE JETIBA,45909,13434,2025,1
SANTA TERESA,19601,5923,2025,1
SAO DOMINGOS DO NORTE,6766,2218,2025,1
SAO GABRIEL DA PALHA,27573,8943,2025,1
SAO JOSE DO CALCADO,6431,1732,2025,1
SAO MATEUS,69879,17033,2025,1
SAO ROQUE DO CANAA,8528,3367,2025,1
SERRA,269629,46351,2025,1
SOORETAMA,13195,4073,2025,1
VARGEM ALTA,14704,3964,2025,1
VENDA NOVA DO IMIGRANTE,22265,4361,2025,1
VIANA,41330,8620,2025,1
VILA PAVAO,7099,3169,2025,1
VILA VALERIO,13494,5904,2025,1
VILA VELHA,273728,47812,2025,1
VITORIA,216950,27055,2025,1
ABADIA DE GOIAS,7408,1716,2025,1
ABADIANIA,7975,1482,2025,1
ACREUNA,15637,2751,2025,1
ADELANDIA,1525,356,2025,1
AGUA FRIA DE GOIAS,1457,272,2025,1
AGUA LIMPA,1058,189,2025,1
AGUAS LINDAS DE GOIAS,46178,8525,2025,1
ALEXANIA,16266,2801,2025,1
ALOANDIA,1455,399,2025,1
ALTO HORIZONTE,3619,720,2025,1
ALTO PARAISO DE GOIAS,3632,731,2025,1
ALVORADA DO NORTE,5005,1025,2025,1
AMARALINA,995,319,2025,1
AMERICANO DO BRASIL,3620,953,2025,1
AMORINOPOLIS,1909,549,2025,1
ANAPOLIS,328705,63300,2025,1
ANHANGUERA,622,120,2025,1
ANICUNS,14820,2938,2025,1
APARECIDA DE GOIANIA,380316,108080,2025,1
APARECIDA DO RIO DOCE,1786,313,2025,1
APORE,2389,376,2025,1
ARACU,2569,612,2025,1
ARAGARCAS,17259,4083,2025,1
ARAGOIANIA,6400,1717,2025,1
ARAGUAPAZ,4686,1263,2025,1
ARENOPOLIS,1473,376,2025,1
ARUANA,4176,1147,2025,1
AURILANDIA,1855,457,2025,1
AVELINOPOLIS,1636,395,2025,1
BALIZA,547,126,2025,1
BARRO ALTO,6907,992,2025,1
BELA VISTA DE GOIAS,23065,6132,2025,1
BOM JARDIM DE GOIAS,5052,1308,2025,1
BOM JESUS,19123,2877,2025,1
BONFINOPOLIS,4822,1335,2025,1
BONOPOLIS,1267,496,2025,1
BRAZABRANTES,1876,457,2025,1
BRITANIA,3804,820,2025,1
BURITI ALEGRE,7335,1001,2025,1
BURITI DE GOIAS,2162,658,2025,1
BURITINOPOLIS,1278,339,2025,1
CABECEIRAS,3584,625,2025,1
CACHOEIRA ALTA,6847,1143,2025,1
CACHOEIRA DE GOIAS,734,160,2025,1
CACHOEIRA DOURADA,5011,757,2025,1
CACU,9971,1586,2025,1
CAIAPONIA,10903,1942,2025,1
CALDAS NOVAS,79738,21580,2025,1
CALDAZINHA,2651,952,2025,1
CAMPESTRE DE GOIAS,2014,576,2025,1
CAMPINACU,1890,573,2025,1
CAMPINORTE,8586,1935,2025,1
CAMPO ALEGRE DE GOIAS,4288,678,2025,1
CAMPO LIMPO DE GOIAS,4141,804,2025,1
CAMPOS BELOS,13935,4002,2025,1
CAMPOS VERDES,2144,702,2025,1
CARMO DO RIO VERDE,6195,1684,2025,1
CASTELANDIA,1878,358,2025,1
CATALAO,101516,19544,2025,1
CATURAI,3116,668,2025,1
CAVALCANTE,2524,768,2025,1
CERES,23174,6352,2025,1
CEZARINA,5629,1152,2025,1
CHAPADAO DO CEU,9806,1209,2025,1
CIDADE OCIDENTAL,15425,3683,2025,1
COCALZINHO DE GOIAS,6739,1101,2025,1
COLINAS DO SUL,1031,227,2025,1
CORREGO DO OURO,1421,427,2025,1
CORUMBA DE GOIAS,5435,1374,2025,1
CORUMBAIBA,5648,1218,2025,1
CRISTALINA,38009,5245,2025,1
CRISTIANOPOLIS,2435,490,2025,1
CRIXAS,11071,2789,2025,1
CROMINIA,2640,601,2025,1
CUMARI,1856,462,2025,1
DAMIANOPOLIS,1439,369,2025,1
DAMOLANDIA,2112,527,2025,1
DAVINOPOLIS,1136,220,2025,1
DIORAMA,1213,431,2025,1
DIVINOPOLIS DE GOIAS,1161,269,2025,1
DOVERLANDIA,5702,1783,2025,1
EDEALINA,2655,531,2025,1
EDEIA,8798,1593,2025,1
ESTRELA DO NORTE,2143,772,2025,1
FAINA,3214,904,2025,1
FAZENDA NOVA,3783,1511,2025,1
FIRMINOPOLIS,7442,1658,2025,1
FLORES DE GOIAS,1905,620,2025,1
FORMOSA,87841,15062,2025,1
FORMOSO,3242,1158,2025,1
GAMELEIRA DE GOIAS,1585,310,2025,1
GOIANAPOLIS,8945,1777,2025,1
GOIANDIRA,3314,608,2025,1
GOIANESIA,58185,12322,2025,1
GOIANIA,1375054,284119,2025,1
GOIANIRA,33561,8771,2025,1
GOIAS,15461,3895,2025,1
GOIATUBA,31706,5568,2025,1
GOUVELANDIA,2158,399,2025,1
GUAPO,10434,2381,2025,1
GUARAITA,1340,390,2025,1
GUARANI DE GOIAS,1502,485,2025,1
GUARINOS,724,183,2025,1
HEITORAI,2134,660,2025,1
HIDROLANDIA,16798,3662,2025,1
HIDROLINA,1849,492,2025,1
IACIARA,4872,1286,2025,1
INACIOLANDIA,2967,677,2025,1
INDIARA,9808,1661,2025,1
INHUMAS,46364,8391,2025,1
IPAMERI,17153,2740,2025,1
IPIRANGA DE GOIAS,1698,561,2025,1
IPORA,34622,8990,2025,1
ISRAELANDIA,1412,405,2025,1
ITABERAI,38334,8163,2025,1
ITAGUARI,3769,830,2025,1
ITAGUARU,4078,1030,2025,1
ITAJA,3379,572,2025,1
ITAPACI,13333,3445,2025,1
ITAPIRAPUA,5172,1661,2025,1
ITAPURANGA,25144,6722,2025,1
ITARUMA,3180,588,2025,1
ITAUCU,4825,734,2025,1
ITUMBIARA,101026,18574,2025,1
IVOLANDIA,969,274,2025,1
JANDAIA,3969,913,2025,1
JARAGUA,31596,6266,2025,1
JATAI,96358,18566,2025,1
JAUPACI,1681,543,2025,1
JESUPOLIS,937,188,2025,1
JOVIANIA,6100,1003,2025,1
JUSSARA,19136,5213,2025,1
LAGOA SANTA,757,113,2025,1
LEOPOLDO DE BULHOES,4484,1050,2025,1
LUZIANIA,82264,17132,2025,1
MAIRIPOTABA,1496,354,2025,1
MAMBAI,3705,937,2025,1
MARA ROSA,7115,1868,2025,1
MARZAGAO,1442,298,2025,1
MATRINCHA,2434,783,2025,1
MAURILANDIA,7438,1344,2025,1
MIMOSO DE GOIAS,432,99,2025,1
MINACU,24206,7848,2025,1
MINEIROS,56151,12057,2025,1
MOIPORA,801,174,2025,1
MONTE ALEGRE DE GOIAS,1707,574,2025,1
MONTES CLAROS DE GOIAS,5635,1666,2025,1
MONTIVIDIU,9527,1496,2025,1
MONTIVIDIU DO NORTE,1726,655,2025,1
MORRINHOS,39600,7847,2025,1
MORRO AGUDO DE GOIAS,1707,544,2025,1
MOSSAMEDES,2768,688,2025,1
MOZARLANDIA,10992,3382,2025,1
MUNDO NOVO,3345,839,2025,1
MUTUNOPOLIS,2286,860,2025,1
NAZARIO,4617,794,2025,1
NEROPOLIS,21169,4725,2025,1
NIQUELANDIA,25769,4649,2025,1
NOVA AMERICA,1637,477,2025,1
NOVA AURORA,1500,404,2025,1
NOVA CRIXAS,7519,1994,2025,1
NOVA GLORIA,5320,1422,2025,1
NOVA IGUACU DE GOIAS,1345,370,2025,1
NOVA ROMA,1014,298,2025,1
NOVA VENEZA,5584,1183,2025,1
NOVO BRASIL,2354,781,2025,1
NOVO GAMA,22641,3895,2025,1
NOVO PLANALTO,2059,556,2025,1
ORIZONA,12180,2701,2025,1
OURO VERDE DE GOIAS,2255,427,2025,1
OUVIDOR,4099,607,2025,1
PADRE BERNARDO,8861,1271,2025,1
PALESTINA DE GOIAS,1592,542,2025,1
PALMEIRAS DE GOIAS,21860,4749,2025,1
PALMELO,1343,305,2025,1
PALMINOPOLIS,2881,837,2025,1
PANAMA,1425,239,2025,1
PARANAIGUARA,5778,759,2025,1
PARAUNA,9344,2177,2025,1
PEROLANDIA,1608,208,2025,1
PETROLINA DE GOIAS,5608,1160,2025,1
PILAR DE GOIAS,986,221,2025,1
PIRACANJUBA,20478,4418,2025,1
PIRANHAS,8846,2253,2025,1
PIRENOPOLIS,16404,4619,2025,1
PIRES DO RIO,26940,5236,2025,1
PLANALTINA,27859,5074,2025,1
PONTALINA,14232,3195,2025,1
PORANGATU,42047,11511,2025,1
PORTEIRAO,2390,324,2025,1
PORTELANDIA,1891,356,2025,1
POSSE,23536,4684,2025,1
PROFESSOR JAMIL,1599,354,2025,1
QUIRINOPOLIS,42913,8182,2025,1
RIALMA,9980,2264,2025,1
RIANAPOLIS,3446,852,2025,1
RIO QUENTE,2445,513,2025,1
RIO VERDE,190856,40420,2025,1
RUBIATABA,16290,4078,2025,1
SANCLERLANDIA,6768,1743,2025,1
SANTA BARBARA DE GOIAS,3736,697,2025,1
SANTA CRUZ DE GOIAS,1064,183,2025,1
SANTA FE DE GOIAS,3084,983,2025,1
SANTA HELENA DE GOIAS,32239,4927,2025,1
SANTA ISABEL,1679,548,2025,1
SANTA RITA DO ARAGUAIA,4713,1407,2025,1
SANTA RITA DO NOVO DESTINO,797,155,2025,1
SANTA ROSA DE GOIAS,1990,475,2025,1
SANTA TEREZA DE GOIAS,2220,552,2025,1
SANTA TEREZINHA DE GOIAS,6144,1985,2025,1
SANTO ANTONIO DA BARRA,1849,428,2025,1
SANTO ANTONIO DE GOIAS,4074,736,2025,1
SANTO ANTONIO DO DESCOBERTO,14127,3677,2025,1
SAO DOMINGOS,3044,1024,2025,1
SAO FRANCISCO DE GOIAS,3262,793,2025,1
SAO JOAO D'ALIANCA,4312,691,2025,1
SAO JOAO DA PARAUNA,1336,373,2025,1
SAO LUIS DE MONTES BELOS,30150,6817,2025,1
SAO LUIZ DO NORTE,2500,621,2025,1
SAO MIGUEL DO ARAGUAIA,18129,3969,2025,1
SAO MIGUEL DO PASSA QUATRO,2160,582,2025,1
SAO PATRICIO,1162,326,2025,1
SAO SIMAO,11713,2094,2025,1
SENADOR CANEDO,81692,23205,2025,1
SERRANOPOLIS,4104,616,2025,1
SILVANIA,15882,3152,2025,1
SIMOLANDIA,3462,748,2025,1
SITIO D'ABADIA,710,188,2025,1
TAQUARAL DE GOIAS,2403,492,2025,1
TERESINA DE GOIAS,772,179,2025,1
TEREZOPOLIS DE GOIAS,3911,761,2025,1
TRES RANCHOS,1770,320,2025,1
TRINDADE,87085,23294,2025,1
TROMBAS,1885,765,2025,1
TURVANIA,3184,754,2025,1
TURVELANDIA,2216,291,2025,1
UIRAPURU,1261,344,2025,1
URUACU,36626,8166,2025,1
URUANA,10641,2511,2025,1
URUTAI,1818,377,2025,1
VALPARAISO DE GOIAS,43187,8089,2025,1
VARJAO,2600,756,2025,1
VIANOPOLIS,12980,2031,2025,1
VICENTINOPOLIS,6426,1221,2025,1
VILA BOA,1083,249,2025,1
VILA PROPICIO,1441,259,2025,1
ACAILANDIA,55748,22461,2025,1
AFONSO CUNHA,859,596,2025,1
AGUA DOCE DO MARANHAO,851,595,2025,1
ALCANTARA,2619,1517,2025,1
ALDEIAS ALTAS,3828,2582,2025,1
ALTAMIRA DO MARANHAO,1840,1141,2025,1
ALTO ALEGRE DO MARANHAO,5504,3241,2025,1
ALTO ALEGRE DO PINDARE,4967,3728,2025,1
ALTO PARNAIBA,3273,1717,2025,1
AMAPA DO MARANHAO,1180,721,2025,1
AMARANTE DO MARANHAO,10259,7115,2025,1
ANAJATUBA,5063,3329,2025,1
ANAPURUS,2824,1263,2025,1
APICUM-ACU,1618,855,2025,1
ARAGUANA,1861,1171,2025,1
ARAIOSES,2320,1643,2025,1
ARAME,7146,4953,2025,1
ARARI,8802,5169,2025,1
AXIXA,2875,2006,2025,1
BACABAL,49890,26789,2025,1
BACABEIRA,4394,1610,2025,1
BACURI,1507,811,2025,1
BACURITUBA,907,711,2025,1
BALSAS,78942,32013,2025,1
BARAO DE GRAJAU,3192,1893,2025,1
BARRA DO CORDA,40835,25368,2025,1
BARREIRINHAS,12491,7340,2025,1
BELA VISTA DO MARANHAO,3523,2151,2025,1
BELAGUA,565,311,2025,1
BENEDITO LEITE,379,217,2025,1
BEQUIMAO,3854,2357,2025,1
BERNARDO DO MEARIM,2170,1464,2025,1
BOA VISTA DO GURUPI,870,513,2025,1
BOM JARDIM,8978,6254,2025,1
BOM JESUS DAS SELVAS,6706,4500,2025,1
BOM LUGAR,3221,2254,2025,1
BREJO,4588,2345,2025,1
BREJO DE AREIA,2104,1706,2025,1
BURITI,4436,3154,2025,1
BURITI BRAVO,4569,3202,2025,1
BURITICUPU,23221,15139,2025,1
BURITIRANA,3239,2211,2025,1
CACHOEIRA GRANDE,1054,700,2025,1
CAJAPIO,1413,1063,2025,1
CAJARI,2100,1565,2025,1
CAMPESTRE DO MARANHAO,4030,2106,2025,1
CANDIDO MENDES,1716,1300,2025,1
CANTANHEDE,2723,1620,2025,1
CAPINZAL DO NORTE,3259,2211,2025,1
CAROLINA,9682,4310,2025,1
CARUTAPERA,3215,2124,2025,1
CAXIAS,66002,38567,2025,1
CEDRAL,1495,912,2025,1
CENTRAL DO MARANHAO,840,513,2025,1
CENTRO DO GUILHERME,1761,1236,2025,1
CENTRO NOVO DO MARANHAO,2589,1730,2025,1
CHAPADINHA,28195,15849,2025,1
CIDELANDIA,4277,2377,2025,1
CODO,42593,28755,2025,1
COELHO NETO,13086,9082,2025,1
COLINAS,12088,7973,2025,1
CONCEICAO DO LAGO-ACU,1745,1174,2025,1
COROATA,13387,8388,2025,1
CURURUPU,4310,2776,2025,1
DAVINOPOLIS,4177,2096,2025,1
DOM PEDRO,10851,5859,2025,1
DUQUE BACELAR,1254,865,2025,1
ESPERANTINOPOLIS,6870,5180,2025,1
ESTREITO,16736,7927,2025,1
FEIRA NOVA DO MARANHAO,1911,1163,2025,1
FERNANDO FALCAO,1451,950,2025,1
FORMOSA DA SERRA NEGRA,5463,3522,2025,1
FORTALEZA DOS NOGUEIRAS,5394,3046,2025,1
FORTUNA,3820,2528,2025,1
GODOFREDO VIANA,1364,884,2025,1
GONCALVES DIAS,3882,2282,2025,1
GOVERNADOR ARCHER,2171,1398,2025,1
GOVERNADOR EDISON LOBAO,4954,2263,2025,1
GOVERNADOR EUGENIO BARROS,3141,1807,2025,1
GOVERNADOR LUIZ ROCHA,1602,952,2025,1
GOVERNADOR NEWTON BELLO,2215,1647,2025,1
GOVERNADOR NUNES FREIRE,5385,3102,2025,1
GRACA ARANHA,1785,1016,2025,1
GRAJAU,27987,15428,2025,1
GUIMARAES,1388,814,2025,1
HUMBERTO DE CAMPOS,1998,1042,2025,1
ICATU,2302,1529,2025,1
IGARAPE DO MEIO,3370,2121,2025,1
IGARAPE GRANDE,3595,2484,2025,1
IMPERATRIZ,193770,67352,2025,1
ITAIPAVA DO GRAJAU,1815,1197,2025,1
ITAPECURU MIRIM,18394,9688,2025,1
ITINGA DO MARANHAO,11132,5336,2025,1
JATOBA,1210,696,2025,1
JENIPAPO DOS VIEIRAS,2426,1669,2025,1
JOAO LISBOA,8664,4467,2025,1
JOSELANDIA,4732,3303,2025,1
JUNCO DO MARANHAO,1040,651,2025,1
LAGO DA PEDRA,21273,15136,2025,1
LAGO DO JUNCO,2185,1605,2025,1
LAGO DOS RODRIGUES,4462,3279,2025,1
LAGO VERDE,3385,2188,2025,1
LAGOA DO MATO,2427,1918,2025,1
LAGOA GRANDE DO MARANHAO,2339,1781,2025,1
LAJEADO NOVO,2034,1139,2025,1
LIMA CAMPOS,4581,2884,2025,1
LORETO,2338,1352,2025,1
LUIS DOMINGUES,964,660,2025,1
MAGALHAES DE ALMEIDA,1309,874,2025,1
MARACACUME,5485,3360,2025,1
MARAJA DO SENA,1164,975,2025,1
MARANHAOZINHO,2116,1275,2025,1
MATA ROMA,3196,1658,2025,1
MATINHA,5062,3335,2025,1
MATOES,3991,2693,2025,1
MATOES DO NORTE,980,505,2025,1
MILAGRES DO MARANHAO,475,234,2025,1
MIRADOR,3048,1875,2025,1
MIRANDA DO NORTE,4658,2054,2025,1
MIRINZAL,2998,1772,2025,1
MONCAO,3635,2562,2025,1
MONTES ALTOS,2413,1433,2025,1
MORROS,3180,2089,2025,1
NINA RODRIGUES,1268,805,2025,1
NOVA COLINAS,1342,779,2025,1
NOVA IORQUE,732,416,2025,1
NOVA OLINDA DO MARANHAO,3324,1989,2025,1
OLHO D'AGUA DAS CUNHAS,6682,4038,2025,1
OLINDA NOVA DO MARANHAO,2149,1450,2025,1
PACO DO LUMIAR,39419,14548,2025,1
PALMEIRANDIA,3048,2096,2025,1
PARAIBANO,6923,4684,2025,1
PARNARAMA,3862,2360,2025,1
PASSAGEM FRANCA,4336,3173,2025,1
PASTOS BONS,5905,3231,2025,1
PAULINO NEVES,1066,475,2025,1
PAULO RAMOS,6479,4849,2025,1
PEDREIRAS,23727,13289,2025,1
PEDRO DO ROSARIO,3282,2525,2025,1
PENALVA,4281,3086,2025,1
PERI MIRIM,2447,1604,2025,1
PERITORO,5938,3669,2025,1
PINDARE MIRIM,8614,5293,2025,1
PINHEIRO,32697,17787,2025,1
PIO XII,7539,4568,2025,1
PIRAPEMAS,1975,1339,2025,1
POCAO DE PEDRAS,6468,4917,2025,1
PORTO FRANCO,9239,3946,2025,1
PORTO RICO DO MARANHAO,858,569,2025,1
PRESIDENTE DUTRA,23450,11877,2025,1
PRESIDENTE JUSCELINO,1410,875,2025,1
PRESIDENTE MEDICI,1257,819,2025,1
PRESIDENTE SARNEY,2950,2104,2025,1
PRESIDENTE VARGAS,1744,1086,2025,1
PRIMEIRA CRUZ,423,204,2025,1
RAPOSA,7999,3653,2025,1
RIACHAO,6699,3738,2025,1
RIBAMAR FIQUENE,1911,1004,2025,1
ROSARIO,9471,4425,2025,1
SAMBAIBA,1683,657,2025,1
SANTA FILOMENA DO MARANHAO,1532,925,2025,1
SANTA HELENA,6914,3602,2025,1
SANTA INES,43503,21859,2025,1
SANTA LUZIA,17988,10997,2025,1
SANTA LUZIA DO PARUA,7351,4530,2025,1
SANTA QUITERIA DO MARANHAO,3465,1910,2025,1
SANTA RITA,10543,5989,2025,1
SANTANA DO MARANHAO,712,395,2025,1
SANTO AMARO DO MARANHAO,1014,374,2025,1
SANTO ANTONIO DOS LOPES,5123,3092,2025,1
SAO BENEDITO DO RIO PRETO,2153,1099,2025,1
SAO BENTO,8742,5691,2025,1
SAO BERNARDO,4051,2459,2025,1
SAO DOMINGOS DO AZEITAO,2334,922,2025,1
SAO DOMINGOS DO MARANHAO,12431,6892,2025,1
SAO FELIX DE BALSAS,530,264,2025,1
SAO FRANCISCO DO BREJAO,2444,1367,2025,1
SAO FRANCISCO DO MARANHAO,567,321,2025,1
SAO JOAO BATISTA,3470,2636,2025,1
SAO JOAO DO CARU,2007,1622,2025,1
SAO JOAO DO PARAISO,3364,1851,2025,1
SAO JOAO DO SOTER,2425,1631,2025,1
SAO JOAO DOS PATOS,13250,8490,2025,1
